,,,,,Stock Code,,,,,,,,,
18281,85018A,,,18281,,,,,,,,,,
13695,35963,,,13695,,,,,,,,,,
13943,21090,,,13943,,,,,,,,,,
17321,84631,,,17321,,,,,,,,,,
15034,85127,,,15034,,,,,,,,,,
13222,90129F,,,13222,,,,,,,,,,
13296,90129D,,,13296,,,,,,,,,,
16307,90129E,,,16307,,,,,,,,,,
13103,20849,,,13103,,,,,,,,,,
14014,21001,,,14014,,,,,,,,,,
13295,22137,,,13295,,,,,,,,,,
14391,35652,,,14391,,,,,,,,,,
17705,17011C,,,17705,,,,,,,,,,
14707,17011E,,,14707,,,,,,,,,,
12580,17011D,,,12580,,,,,,,,,,
15012,17011F,,,15012,,,,,,,,,,
16898,17012E,,,16898,,,,,,,,,,
17016,17013C,,,17016,,,,,,,,,,
17845,17013D,,,17845,,,,,,,,,,
13998,84616,,,13998,,,,,,,,,,
12494,16043,,,12494,,,,,,,,,,
16993,85190,,,16993,,,,,,,,,,
15405,84450A,,,15405,,,,,,,,,,
17897,85189,,,17897,,,,,,,,,,
15470,84847,,,15470,,,,,,,,,,
15199,21209,,,15199,,,,,,,,,,
14039,47013A,,,14039,,,,,,,,,,
13892,84927F,,,13892,,,,,,,,,,
13220,84926F,,,13220,,,,,,,,,,
18197,90016B,,,18197,,,,,,,,,,
13888,90018B,,,13888,,,,,,,,,,
15597,21208,,,15597,,,,,,,,,,
16906,84905,,,16906,,,,,,,,,,
15210,84907,,,15210,,,,,,,,,,
12894,21030,,,12894,,,,,,,,,,
12923,82069,,,12923,,,,,,,,,,
15478,21503,,,15478,,,,,,,,,,
12880,51020A,,,12880,,,,,,,,,,
16115,84942,,,16115,,,,,,,,,,
16836,21475,,,16836,,,,,,,,,,
15723,35974,,,15723,,,,,,,,,,
16588,35930,,,16588,,,,,,,,,,
14296,35964,,,14296,,,,,,,,,,
13300,22266,,,13300,,,,,,,,,,
16922,84706A,,,16922,,,,,,,,,,
18258,84732D,,,18258,,,,,,,,,,
17123,84732B,,,17123,,,,,,,,,,
16507,21128,,,16507,,,,,,,,,,
14982,21496,,,14982,,,,,,,,,,
18157,47581B,,,18157,,,,,,,,,,
16932,20820,,,16932,,,,,,,,,,
15280,37352,,,15280,,,,,,,,,,
13857,20759,,,13857,,,,,,,,,,
13719,20845,,,13719,,,,,,,,,,
14017,16202A,,,14017,,,,,,,,,,
17928,47585A,,,17928,,,,,,,,,,
13605,90206A,,,13605,,,,,,,,,,
17617,22221,,,17617,,,,,,,,,,
14304,37379A,,,14304,,,,,,,,,,
16884,22188,,,16884,,,,,,,,,,
15071,21095,,,15071,,,,,,,,,,
13501,85121C,,,13501,,,,,,,,,,
14744,72781,,,14744,,,,,,,,,,
13541,90186B,,,13541,,,,,,,,,,
15282,90020,,,15282,,,,,,,,,,
16835,90043,,,16835,,,,,,,,,,
14325,85145,,,14325,,,,,,,,,,
17413,84675,,,17413,,,,,,,,,,
17382,20667,,,17382,,,,,,,,,,
15636,84870C,,,15636,,,,,,,,,,
14283,85131D,,,14283,,,,,,,,,,
17490,47343A,,,17490,,,,,,,,,,
16059,47344B,,,16059,,,,,,,,,,
14598,84051,,,14598,,,,,,,,,,
14220,22269,,,14220,,,,,,,,,,
16915,21419,,,16915,,,,,,,,,,
16564,71510,,,16564,,,,,,,,,,
12837,85130A,,,12837,,,,,,,,,,
16664,90199D,,,16664,,,,,,,,,,
14334,20932,,,14334,,,,,,,,,,
15777,22251,,,15777,,,,,,,,,,
15401,84801B,,,15401,,,,,,,,,,
17758,84877A,,,17758,,,,,,,,,,
15025,84856L,,,15025,,,,,,,,,,
14850,47310M,,,14850,,,,,,,,,,
15559,44091C,,,15559,,,,,,,,,,
13213,21525,,,13213,,,,,,,,,,
16604,21315,,,16604,,,,,,,,,,
15826,TEST002,,,15826,,,,,,,,,,
14513,35915B,,,14513,,,,,,,,,,
14671,35915A,,,14671,,,,,,,,,,
14311,35915C,,,14311,,,,,,,,,,
12355,84748,,,12355,,,,,,,,,,
18011,85195,,,18011,,,,,,,,,,
14409,40002,,,14409,,,,,,,,,,
17898,71270,,,17898,,,,,,,,,,
16889,84838,,,16889,,,,,,,,,,
16121,84661B,,,16121,,,,,,,,,,
12974,21198,,,12974,,,,,,,,,,
16290,44092C,,,16290,,,,,,,,,,
18208,20784,,,18208,,,,,,,,,,
14010,48103,,,14010,,,,,,,,,,
17785,20840,,,17785,,,,,,,,,,
13778,84657,,,13778,,,,,,,,,,
17278,21852,,,17278,,,,,,,,,,
12409,35980B,,,12409,,,,,,,,,,
14920,35603B,,,14920,,,,,,,,,,
18060,79051A,,,18060,,,,,,,,,,
12632,72129,,,12632,,,,,,,,,,
16831,35598C,,,16831,,,,,,,,,,
14394,84499,,,14394,,,,,,,,,,
16974,84858C,,,16974,,,,,,,,,,
13402,35945,,,13402,,,,,,,,,,
16185,21374,,,16185,,,,,,,,,,
18052,84422,,,18052,,,,,,,,,,
14168,84563B,,,14168,,,,,,,,,,
14847,21038,,,14847,,,,,,,,,,
15681,90143,,,15681,,,,,,,,,,
17205,90036E,,,17205,,,,,,,,,,
16075,90175B,,,16075,,,,,,,,,,
12773,72132,,,12773,,,,,,,,,,
18000,84931A,,,18000,,,,,,,,,,
12802,85128,,,12802,,,,,,,,,,
13324,72755C,,,13324,,,,,,,,,,
16175,84247H,,,16175,,,,,,,,,,
13989,22039,,,13989,,,,,,,,,,
14993,22038,,,14993,,,,,,,,,,
15217,84673B,,,15217,,,,,,,,,,
16328,20885,,,16328,,,,,,,,,,
17862,90165B,,,17862,,,,,,,,,,
17694,90014A,,,17694,,,,,,,,,,
12656,90014B,,,12656,,,,,,,,,,
17327,90052,,,17327,,,,,,,,,,
17179,21369,,,17179,,,,,,,,,,
15900,22092,,,15900,,,,,,,,,,
17074,37112,,,17074,,,,,,,,,,
14181,46776A,,,14181,,,,,,,,,,
16715,46776E,,,16715,,,,,,,,,,
16153,46776C,,,16153,,,,,,,,,,
16046,78124,,,16046,,,,,,,,,,
14938,79337,,,14938,,,,,,,,,,
12378,84596J,,,12378,,,,,,,,,,
13880,21420,,,13880,,,,,,,,,,
16458,21442,,,16458,,,,,,,,,,
13920,84292B,,,13920,,,,,,,,,,
13169,85203,,,13169,,,,,,,,,,
17499,22261,,,17499,,,,,,,,,,
15340,17129C,,,15340,,,,,,,,,,
16234,22365,,,16234,,,,,,,,,,
16392,22366,,,16392,,,,,,,,,,
16391,35654,,,16391,,,,,,,,,,
15256,85219,,,15256,,,,,,,,,,
17699,37451,,,17699,,,,,,,,,,
16695,85130C,,,16695,,,,,,,,,,
14069,84674,,,14069,,,,,,,,,,
16101,84614C,,,16101,,,,,,,,,,
14876,21772,,,14876,,,,,,,,,,
16691,84804B,,,16691,,,,,,,,,,
15985,84801A,,,15985,,,,,,,,,,
16218,84798A,,,16218,,,,,,,,,,
15341,84798C,,,15341,,,,,,,,,,
15400,22288,,,15400,,,,,,,,,,
13602,85194S,,,13602,,,,,,,,,,
17741,21363,,,17741,,,,,,,,,,
17822,85019A,,,17822,,,,,,,,,,
12619,85169B,,,12619,,,,,,,,,,
17583,90096,,,17583,,,,,,,,,,
16035,90098,,,16035,,,,,,,,,,
12499,84967B,,,12499,,,,,,,,,,
18044,20850,,,18044,,,,,,,,,,
14104,47574B,,,14104,,,,,,,,,,
15938,84974,,,15938,,,,,,,,,,
16518,22358,,,16518,,,,,,,,,,
15135,22357,,,15135,,,,,,,,,,
15980,84803A,,,15980,,,,,,,,,,
15670,84807,,,15670,,,,,,,,,,
18038,37462B,,,18038,,,,,,,,,,
17745,79144C,,,17745,,,,,,,,,,
13472,35912B,,,13472,,,,,,,,,,
15246,35913B,,,15246,,,,,,,,,,
15887,22264,,,15887,,,,,,,,,,
15714,35910B,,,15714,,,,,,,,,,
16565,20715,,,16565,,,,,,,,,,
16401,84805B,,,16401,,,,,,,,,,
15305,84798B,,,15305,,,,,,,,,,
17096,84856S,,,17096,,,,,,,,,,
14033,62096A,,,14033,,,,,,,,,,
16896,62096B,,,16896,,,,,,,,,,
14859,84611B,,,14859,,,,,,,,,,
15502,79403,,,15502,,,,,,,,,,
12874,20839,,,12874,,,,,,,,,,
17216,85163B,,,17216,,,,,,,,,,
13031,90144,,,13031,,,,,,,,,,
17683,22326,,,17683,,,,,,,,,,
18214,22328,,,18214,,,,,,,,,,
15731,21562,,,15731,,,,,,,,,,
14486,84917,,,14486,,,,,,,,,,
14436,82011C,,,14436,,,,,,,,,,
14902,84867A,,,14902,,,,,,,,,,
18206,20794,,,18206,,,,,,,,,,
17235,85091,,,17235,,,,,,,,,,
14687,47587A,,,14687,,,,,,,,,,
14766,84762A,,,14766,,,,,,,,,,
18234,20616,,,18234,,,,,,,,,,
16356,84612B,,,16356,,,,,,,,,,
12911,84464,,,12911,,,,,,,,,,
18112,84250M,,,18112,,,,,,,,,,
13109,84984A,,,13109,,,,,,,,,,
14208,84984B,,,14208,,,,,,,,,,
17915,21393,,,17915,,,,,,,,,,
16340,22289,,,16340,,,,,,,,,,
13614,22329,,,13614,,,,,,,,,,
18137,22367,,,18137,,,,,,,,,,
15976,22414,,,15976,,,,,,,,,,
14128,22327,,,14128,,,,,,,,,,
13056,16156L,,,13056,,,,,,,,,,
14247,35922,,,14247,,,,,,,,,,
14734,47599B,,,14734,,,,,,,,,,
17009,84843,,,17009,,,,,,,,,,
14309,85188A,,,14309,,,,,,,,,,
15958,85188B,,,15958,,,,,,,,,,
17987,72606A,,,17987,,,,,,,,,,
14028,47583A,,,14028,,,,,,,,,,
15471,84706D,,,15471,,,,,,,,,,
14515,21368,,,14515,,,,,,,,,,
16382,21367,,,16382,,,,,,,,,,
13699,46138B,,,13699,,,,,,,,,,
17515,85110,,,17515,,,,,,,,,,
14786,84925F,,,14786,,,,,,,,,,
16232,84951B,,,16232,,,,,,,,,,
18100,21383,,,18100,,,,,,,,,,
15872,84437A,,,15872,,,,,,,,,,
12829,85205B,,,12829,,,,,,,,,,
15551,85169D,,,15551,,,,,,,,,,
17040,90011C,,,17040,,,,,,,,,,
17101,90013D,,,17101,,,,,,,,,,
15720,90164B,,,15720,,,,,,,,,,
14498,90058B,,,14498,,,,,,,,,,
17784,90165A,,,17784,,,,,,,,,,
13997,81952B,,,13997,,,,,,,,,,
12928,44235,,,12928,,,,,,,,,,
16048,22161,,,16048,,,,,,,,,,
17543,35637C,,,17543,,,,,,,,,,
18103,84450B,,,18103,,,,,,,,,,
17440,84842,,,17440,,,,,,,,,,
15532,84599,,,15532,,,,,,,,,,
14308,84531B,,,14308,,,,,,,,,,
16072,47367B,,,16072,,,,,,,,,,
17713,37489D,,,17713,,,,,,,,,,
14616,37409,,,14616,,,,,,,,,,
17417,84766,,,17417,,,,,,,,,,
13502,82545A,,,13502,,,,,,,,,,
14260,84455,,,14260,,,,,,,,,,
15352,85086A,,,15352,,,,,,,,,,
17282,20791,,,17282,,,,,,,,,,
17381,84849D,,,17381,,,,,,,,,,
16453,21653,,,16453,,,,,,,,,,
14230,85202,,,14230,,,,,,,,,,
14615,77081,,,14615,,,,,,,,,,
17971,84762C,,,17971,,,,,,,,,,
14180,84016,,,14180,,,,,,,,,,
12634,84033,,,12634,,,,,,,,,,
17204,84251G,,,17204,,,,,,,,,,
13065,22106,,,13065,,,,,,,,,,
17869,85232C,,,17869,,,,,,,,,,
15757,20802,,,15757,,,,,,,,,,
15734,21089,,,15734,,,,,,,,,,
15207,21097,,,15207,,,,,,,,,,
16679,90108,,,16679,,,,,,,,,,
13438,72225C,,,13438,,,,,,,,,,
14618,72225D,,,14618,,,,,,,,,,
15102,17014D,,,15102,,,,,,,,,,
17996,17014A,,,17996,,,,,,,,,,
17691,16010,,,17691,,,,,,,,,,
16209,21454,,,16209,,,,,,,,,,
16499,90103,,,16499,,,,,,,,,,
17902,20787,,,17902,,,,,,,,,,
14228,17011A,,,14228,,,,,,,,,,
13794,20698,,,13794,,,,,,,,,,
16547,72796C,,,16547,,,,,,,,,,
14727,21386,,,14727,,,,,,,,,,
13337,85027L,,,13337,,,,,,,,,,
12429,84306,,,12429,,,,,,,,,,
18022,84653,,,18022,,,,,,,,,,
17749,84458,,,17749,,,,,,,,,,
13601,21409,,,13601,,,,,,,,,,
17546,85023C,,,17546,,,,,,,,,,
14255,90036B,,,14255,,,,,,,,,,
13231,90036A,,,13231,,,,,,,,,,
13745,21476,,,13745,,,,,,,,,,
16021,84247N,,,16021,,,,,,,,,,
17790,40003,,,17790,,,,,,,,,,
14224,35970,,,14224,,,,,,,,,,
17923,21478,,,17923,,,,,,,,,,
14581,84966B,,,14581,,,,,,,,,,
16647,84966A,,,16647,,,,,,,,,,
16622,37330,,,16622,,,,,,,,,,
13383,47469,,,13383,,,,,,,,,,
13559,84800L,,,13559,,,,,,,,,,
16625,84804A,,,16625,,,,,,,,,,
12897,21002,,,12897,,,,,,,,,,
15150,85092,,,15150,,,,,,,,,,
18020,PADS,,,18020,,,,,,,,,,
15901,20798,,,15901,,,,,,,,,,
15016,16161G,,,15016,,,,,,,,,,
16007,85024B,,,16007,,,,,,,,,,
15361,21793,,,15361,,,,,,,,,,
15817,21792,,,15817,,,,,,,,,,
12637,21088,,,12637,,,,,,,,,,
13069,20800,,,13069,,,,,,,,,,
16500,84567,,,16500,,,,,,,,,,
15905,47471,,,15905,,,,,,,,,,
17922,22257,,,17922,,,,,,,,,,
14139,79301,,,14139,,,,,,,,,,
16001,84630,,,16001,,,,,,,,,,
16205,84661C,,,16205,,,,,,,,,,
13297,21759,,,13297,,,,,,,,,,
17571,47567,,,17571,,,,,,,,,,
15816,90032,,,15816,,,,,,,,,,
13168,17014F,,,13168,,,,,,,,,,
15625,84799,,,15625,,,,,,,,,,
15926,85187,,,15926,,,,,,,,,,
18042,20890,,,18042,,,,,,,,,,
15040,20891,,,15040,,,,,,,,,,
17952,37351,,,17952,,,,,,,,,,
13567,21474,,,13567,,,,,,,,,,
13586,85130B,,,13586,,,,,,,,,,
14374,16044,,,14374,,,,,,,,,,
15432,16254,,,15432,,,,,,,,,,
14375,35921,,,14375,,,,,,,,,,
14619,20786,,,14619,,,,,,,,,,
14075,20785,,,14075,,,,,,,,,,
17401,21346,,,17401,,,,,,,,,,
16492,85032B,,,16492,,,,,,,,,,
13919,17021,,,13919,,,,,,,,,,
16134,22380,,,16134,,,,,,,,,,
17098,22383,,,17098,,,,,,,,,,
17692,22382,,,17692,,,,,,,,,,
16515,44236,,,16515,,,,,,,,,,
13608,15058A,,,13608,,,,,,,,,,
14508,15058C,,,14508,,,,,,,,,,
13335,15058B,,,13335,,,,,,,,,,
16925,90128A,,,16925,,,,,,,,,,
17953,90162D,,,17953,,,,,,,,,,
18023,90162A,,,18023,,,,,,,,,,
16981,90128B,,,16981,,,,,,,,,,
15718,21623,,,15718,,,,,,,,,,
17399,22381,,,17399,,,,,,,,,,
17341,84231,,,17341,,,,,,,,,,
13277,84457,,,13277,,,,,,,,,,
16155,22259,,,16155,,,,,,,,,,
14919,84509E,,,14919,,,,,,,,,,
12412,84531A,,,12412,,,,,,,,,,
14840,84806A,,,14840,,,,,,,,,,
16486,47481,,,16486,,,,,,,,,,
18128,22384,,,18128,,,,,,,,,,
15247,85170B,,,15247,,,,,,,,,,
16739,90005A,,,16739,,,,,,,,,,
15786,22379,,,15786,,,,,,,,,,
12469,35638A,,,12469,,,,,,,,,,
14338,84865,,,14338,,,,,,,,,,
13707,20779,,,13707,,,,,,,,,,
16815,22378,,,16815,,,,,,,,,,
16062,44241C,,,16062,,,,,,,,,,
16315,21923,,,16315,,,,,,,,,,
16503,37491B,,,16503,,,,,,,,,,
17192,21394,,,17192,,,,,,,,,,
15081,79303A,,,15081,,,,,,,,,,
12774,21129,,,12774,,,,,,,,,,
16227,22377,,,16227,,,,,,,,,,
12724,84868A,,,12724,,,,,,,,,,
16894,84868B,,,16894,,,,,,,,,,
15809,ADJUST,,,15809,,,,,,,,,,
14874,48173A,,,14874,,,,,,,,,,
14793,20801,,,14793,,,,,,,,,,
16680,84809B,,,16680,,,,,,,,,,
17422,84809A,,,17422,,,,,,,,,,
17380,35822B,,,17380,,,,,,,,,,
14725,35822P,,,14725,,,,,,,,,,
17310,21794,,,17310,,,,,,,,,,
13942,78033,,,13942,,,,,,,,,,
12379,35920,,,12379,,,,,,,,,,
16825,84447,,,16825,,,,,,,,,,
16180,21455,,,16180,,,,,,,,,,
14509,84881,,,14509,,,,,,,,,,
15248,21459,,,15248,,,,,,,,,,
15991,71495B,,,15991,,,,,,,,,,
17304,35916A,,,17304,,,,,,,,,,
15913,90124A,,,15913,,,,,,,,,,
17686,90024A,,,17686,,,,,,,,,,
14566,90199B,,,14566,,,,,,,,,,
16683,84931B,,,16683,,,,,,,,,,
15043,90122A,,,15043,,,,,,,,,,
12741,90122C,,,12741,,,,,,,,,,
17099,84800M,,,17099,,,,,,,,,,
15629,85131C,,,15629,,,,,,,,,,
14326,90208,,,14326,,,,,,,,,,
15824,90209B,,,15824,,,,,,,,,,
16539,21461,,,16539,,,,,,,,,,
15779,21460,,,15779,,,,,,,,,,
14058,21169,,,14058,,,,,,,,,,
13861,21907,,,13861,,,,,,,,,,
14199,22386,,,14199,,,,,,,,,,
17194,90160B,,,17194,,,,,,,,,,
16529,22385,,,16529,,,,,,,,,,
15264,22496,,,15264,,,,,,,,,,
17812,22495,,,17812,,,,,,,,,,
16733,22413,,,16733,,,,,,,,,,
17437,22411,,,17437,,,,,,,,,,
16012,22494,,,16012,,,,,,,,,,
13129,22412,,,13129,,,,,,,,,,
17578,46000R,,,17578,,,,,,,,,,
13123,84219,,,13123,,,,,,,,,,
12451,84461,,,12451,,,,,,,,,,
12784,85204,,,12784,,,,,,,,,,
17326,21763,,,17326,,,,,,,,,,
12485,22500,,,12485,,,,,,,,,,
14020,22497,,,14020,,,,,,,,,,
13859,90198B,,,13859,,,,,,,,,,
12527,85039C,,,12527,,,,,,,,,,
12799,72821,,,12799,,,,,,,,,,
13023,17013F,,,13023,,,,,,,,,,
13299,84218,,,13299,,,,,,,,,,
14774,22417,,,14774,,,,,,,,,,
12788,16206B,,,12788,,,,,,,,,,
12529,22657,,,12529,,,,,,,,,,
13620,62095B,,,13620,,,,,,,,,,
15430,17174,,,15430,,,,,,,,,,
12415,16052,,,12415,,,,,,,,,,
15842,79071B,,,15842,,,,,,,,,,
13752,37462E,,,13752,,,,,,,,,,
13739,79140,,,13739,,,,,,,,,,
14398,20822,,,14398,,,,,,,,,,
17666,84927E,,,17666,,,,,,,,,,
18053,84228,,,18053,,,,,,,,,,
14217,84462,,,14217,,,,,,,,,,
15486,84366,,,15486,,,,,,,,,,
17748,90114,,,17748,,,,,,,,,,
13814,90116,,,13814,,,,,,,,,,
13649,35647,,,13649,,,,,,,,,,
12575,22499,,,12575,,,,,,,,,,
12653,90197D,,,12653,,,,,,,,,,
15852,85205A,,,15852,,,,,,,,,,
15888,84555A,,,15888,,,,,,,,,,
18109,90214V,,,18109,,,,,,,,,,
17651,47504H,,,17651,,,,,,,,,,
13302,84857A,,,13302,,,,,,,,,,
15851,22498,,,15851,,,,,,,,,,
16926,35644,,,16926,,,,,,,,,,
12576,84877D,,,12576,,,,,,,,,,
13292,84876D,,,13292,,,,,,,,,,
13439,84859B,,,13439,,,,,,,,,,
17187,79303B,,,17187,,,,,,,,,,
18217,17084A,,,18217,,,,,,,,,,
17080,44089A,,,17080,,,,,,,,,,
16907,44089C,,,16907,,,,,,,,,,
14693,17027A,,,14693,,,,,,,,,,
18230,84923,,,18230,,,,,,,,,,
12633,47586A,,,12633,,,,,,,,,,
14699,20816,,,14699,,,,,,,,,,
14963,84249A,,,14963,,,,,,,,,,
13246,84803B,,,13246,,,,,,,,,,
14366,16053,,,14366,,,,,,,,,,
13125,84465,,,13125,,,,,,,,,,
14647,84927A,,,14647,,,,,,,,,,
16032,17012C,,,16032,,,,,,,,,,
13029,84723,,,13029,,,,,,,,,,
17376,84908A,,,17376,,,,,,,,,,
15627,72751C,,,15627,,,,,,,,,,
15678,22416,,,15678,,,,,,,,,,
16110,85192S,,,16110,,,,,,,,,,
15969,79157B,,,15969,,,,,,,,,,
12953,82072,,,12953,,,,,,,,,,
12693,84820,,,12693,,,,,,,,,,
15076,84817,,,15076,,,,,,,,,,
14900,84192,,,14900,,,,,,,,,,
16576,84706F,,,16576,,,,,,,,,,
17901,84864A,,,17901,,,,,,,,,,
12403,84715,,,12403,,,,,,,,,,
12730,84030B,,,12730,,,,,,,,,,
14452,84311,,,14452,,,,,,,,,,
12749,71495A,,,12749,,,,,,,,,,
13909,79331,,,13909,,,,,,,,,,
16443,90202C,,,16443,,,,,,,,,,
15133,90198A,,,15133,,,,,,,,,,
17129,90170,,,17129,,,,,,,,,,
13534,90082C,,,13534,,,,,,,,,,
16649,90202D,,,16649,,,,,,,,,,
15056,90202A,,,15056,,,,,,,,,,
13677,82011E,,,13677,,,,,,,,,,
15127,82011A,,,15127,,,,,,,,,,
12782,22372,,,12782,,,,,,,,,,
12592,84816,,,12592,,,,,,,,,,
16650,90157,,,16650,,,,,,,,,,
12963,84637,,,12963,,,,,,,,,,
18279,84638,,,18279,,,,,,,,,,
12841,62094B,,,12841,,,,,,,,,,
13399,37489B,,,13399,,,,,,,,,,
17492,22371,,,17492,,,,,,,,,,
14580,20838,,,14580,,,,,,,,,,
15283,22374,,,15283,,,,,,,,,,
16049,22376,,,16049,,,,,,,,,,
14516,22375,,,14516,,,,,,,,,,
13779,47563B,,,13779,,,,,,,,,,
18238,84529B,,,18238,,,,,,,,,,
17143,46137D,,,17143,,,,,,,,,,
14248,84760S,,,14248,,,,,,,,,,
16469,44217M,,,16469,,,,,,,,,,
13428,47421,,,13428,,,,,,,,,,
16435,46307,,,16435,,,,,,,,,,
17408,85094,,,17408,,,,,,,,,,
14610,84510E,,,14610,,,,,,,,,,
17714,90189B,,,17714,,,,,,,,,,
18123,90149,,,18123,,,,,,,,,,
17034,90003E,,,17034,,,,,,,,,,
15332,90078,,,15332,,,,,,,,,,
18096,90025D,,,18096,,,,,,,,,,
16172,90171,,,16172,,,,,,,,,,
14007,90189A,,,14007,,,,,,,,,,
15530,21087,,,15530,,,,,,,,,,
17559,72715,,,17559,,,,,,,,,,
17783,84609,,,17783,,,,,,,,,,
13255,37491D,,,13255,,,,,,,,,,
14084,37491A,,,14084,,,,,,,,,,
16251,84292,,,16251,,,,,,,,,,
17968,84614A,,,17968,,,,,,,,,,
18021,84227,,,18021,,,,,,,,,,
15908,75178,,,15908,,,,,,,,,,
17921,35816B,,,17921,,,,,,,,,,
15452,35816P,,,15452,,,,,,,,,,
13959,84711B,,,13959,,,,,,,,,,
17680,90166,,,17680,,,,,,,,,,
12977,37342,,,12977,,,,,,,,,,
17541,79315W,,,17541,,,,,,,,,,
17261,22432,,,17261,,,,,,,,,,
14553,90206C,,,14553,,,,,,,,,,
15151,90199A,,,15151,,,,,,,,,,
17339,90039B,,,17339,,,,,,,,,,
15189,90039A,,,15189,,,,,,,,,,
16496,90039D,,,16496,,,,,,,,,,
14674,22433,,,14674,,,,,,,,,,
16089,84800S,,,16089,,,,,,,,,,
14599,90127B,,,14599,,,,,,,,,,
16861,35823P,,,16861,,,,,,,,,,
15788,84575A,,,15788,,,,,,,,,,
17395,90178B,,,17395,,,,,,,,,,
17090,22431,,,17090,,,,,,,,,,
17470,84762B,,,17470,,,,,,,,,,
12864,84629,,,12864,,,,,,,,,,
14922,84962,,,14922,,,,,,,,,,
13509,84964B,,,13509,,,,,,,,,,
16129,84964A,,,16129,,,,,,,,,,
15617,84965B,,,15617,,,,,,,,,,
12480,84965A,,,12480,,,,,,,,,,
14797,84613A,,,14797,,,,,,,,,,
12720,37488A,,,12720,,,,,,,,,,
13913,35909A,,,13913,,,,,,,,,,
13444,21387,,,13444,,,,,,,,,,
18074,84751B,,,18074,,,,,,,,,,
14858,47422,,,14858,,,,,,,,,,
16975,22609,,,16975,,,,,,,,,,
17643,16218,,,17643,,,,,,,,,,
16555,72083A,,,16555,,,,,,,,,,
12421,81953P,,,12421,,,,,,,,,,
16165,22610,,,16165,,,,,,,,,,
17918,37479B,,,17918,,,,,,,,,,
14236,22608,,,14236,,,,,,,,,,
17177,21760,,,17177,,,,,,,,,,
13788,84226,,,13788,,,,,,,,,,
18026,84770,,,18026,,,,,,,,,,
12595,90163A,,,12595,,,,,,,,,,
16203,71496A,,,16203,,,,,,,,,,
13665,84877B,,,13665,,,,,,,,,,
14312,84546,,,14312,,,,,,,,,,
18132,62086A,,,18132,,,,,,,,,,
18244,90162C,,,18244,,,,,,,,,,
17112,90162B,,,17112,,,,,,,,,,
12866,84660A,,,12866,,,,,,,,,,
15431,72051S,,,15431,,,,,,,,,,
12410,84805A,,,12410,,,,,,,,,,
13239,85070,,,13239,,,,,,,,,,
13250,84679,,,13250,,,,,,,,,,
12889,84908B,,,12889,,,,,,,,,,
13137,16054,,,13137,,,,,,,,,,
15378,20836,,,15378,,,,,,,,,,
12476,21003,,,12476,,,,,,,,,,
15080,22489,,,15080,,,,,,,,,,
17494,90027C,,,17494,,,,,,,,,,
14435,90070,,,14435,,,,,,,,,,
17224,90086,,,17224,,,,,,,,,,
15142,84205C,,,15142,,,,,,,,,,
12801,84726,,,12801,,,,,,,,,,
14384,84720,,,14384,,,,,,,,,,
16219,17012F,,,16219,,,,,,,,,,
15873,17012B,,,15873,,,,,,,,,,
13384,17012A,,,13384,,,,,,,,,,
13161,84924F,,,13161,,,,,,,,,,
15284,84926A,,,15284,,,,,,,,,,
12804,77079,,,12804,,,,,,,,,,
12547,84596I,,,12547,,,,,,,,,,
13435,21197,,,13435,,,,,,,,,,
17122,16045,,,17122,,,,,,,,,,
15228,84858A,,,15228,,,,,,,,,,
14463,35950,,,14463,,,,,,,,,,
15596,20835,,,15596,,,,,,,,,,
18207,37379B,,,18207,,,,,,,,,,
13796,20821,,,13796,,,,,,,,,,
16278,22457,,,16278,,,,,,,,,,
16937,22456,,,16937,,,,,,,,,,
18264,22483,,,18264,,,,,,,,,,
14833,22458,,,14833,,,,,,,,,,
14901,22459,,,14901,,,,,,,,,,
18075,22467,,,18075,,,,,,,,,,
12737,22465,,,12737,,,,,,,,,,
17168,22464,,,17168,,,,,,,,,,
16045,84796A,,,16045,,,,,,,,,,
12408,84796B,,,12408,,,,,,,,,,
15021,84797A,,,15021,,,,,,,,,,
14346,84797B,,,14346,,,,,,,,,,
16428,84873A,,,16428,,,,,,,,,,
17109,84872A,,,17109,,,,,,,,,,
17735,22478,,,17735,,,,,,,,,,
15459,22477,,,15459,,,,,,,,,,
14455,22480,,,14455,,,,,,,,,,
13766,22482,,,13766,,,,,,,,,,
13474,22488,,,13474,,,,,,,,,,
12862,22485,,,12862,,,,,,,,,,
13617,22466,,,13617,,,,,,,,,,
15666,21686,,,15666,,,,,,,,,,
15200,18097A,,,15200,,,,,,,,,,
18277,22475,,,18277,,,,,,,,,,
13090,22479,,,13090,,,,,,,,,,
16060,22487,,,16060,,,,,,,,,,
16440,22461,,,16440,,,,,,,,,,
14001,90201B,,,14001,,,,,,,,,,
18048,90201D,,,18048,,,,,,,,,,
17665,22476,,,17665,,,,,,,,,,
16880,16050,,,16880,,,,,,,,,,
16316,22481,,,16316,,,,,,,,,,
14219,90130A,,,14219,,,,,,,,,,
15363,90123B,,,15363,,,,,,,,,,
16417,90037C,,,16417,,,,,,,,,,
15387,90160C,,,15387,,,,,,,,,,
16334,90176A,,,16334,,,,,,,,,,
15587,90077,,,15587,,,,,,,,,,
13084,90183C,,,13084,,,,,,,,,,
13155,90075,,,13155,,,,,,,,,,
17156,90176C,,,17156,,,,,,,,,,
18079,90025F,,,18079,,,,,,,,,,
15271,90025E,,,15271,,,,,,,,,,
